Time, Operation, Node, Description
02:37:24.219,apply,2,Applied config change to add node 17 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:24.219,apply,2,Applied config change to add node 18 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:24.219,apply,2,Applied config change to add node 19 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:24.219,apply,2,Applied config change to add node 20 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:24.864,Step,2,2 [logterm: 1 index: 20 vote: 0] cast MsgPreVote for d [logterm: 1 index: 20] at term 1 channel=mychannel 
02:37:24.897,Step,2,2 [term: 1] received a MsgVote message with higher term from d [term: 2] channel=mychannel 
02:37:24.897,becomeFollower,2,2 became follower at term 2 channel=mychannel 
02:37:24.897,Step,2,2 [logterm: 1 index: 20 vote: 0] cast MsgVote for d [logterm: 1 index: 20] at term 2 channel=mychannel 
02:37:24.997,run,2,raft.node: 2 elected leader d at term 2 channel=mychannel 
02:37:25.086,run,2,Raft leader changed: 0 -> 13 channel=mychannel 
02:38:01.943,writeBlock,2,Writing block [1] (Raft index: 22) to ledger channel=mychannel 
02:38:05.087,writeBlock,2,Writing block [2] (Raft index: 23) to ledger channel=mychannel 
02:39:59.412,writeBlock,2,Writing block [3] (Raft index: 24) to ledger channel=mychannel 
02:41:50.753,writeBlock,2,Writing block [4] (Raft index: 25) to ledger channel=mychannel 
02:41:55.716,writeBlock,2,Writing block [5] (Raft index: 26) to ledger channel=mychannel 
02:42:10.724,writeBlock,2,Writing block [6] (Raft index: 27) to ledger channel=mychannel 
02:50:46.258,writeBlock,2,Writing block [7] (Raft index: 28) to ledger channel=mychannel 
02:51:55.658,writeBlock,2,Writing block [8] (Raft index: 29) to ledger channel=mychannel 
02:53:14.631,writeBlock,2,Writing block [9] (Raft index: 30) to ledger channel=mychannel 
02:54:10.526,writeBlock,2,Writing block [10] (Raft index: 31) to ledger channel=mychannel 
02:55:46.299,writeBlock,2,Writing block [11] (Raft index: 32) to ledger channel=mychannel 
02:56:48.572,writeBlock,2,Writing block [12] (Raft index: 33) to ledger channel=mychannel 
02:57:48.943,writeBlock,2,Writing block [13] (Raft index: 34) to ledger channel=mychannel 
02:58:54.312,writeBlock,2,Writing block [14] (Raft index: 35) to ledger channel=mychannel 
02:59:55.254,writeBlock,2,Writing block [15] (Raft index: 36) to ledger channel=mychannel 
03:00:57.862,writeBlock,2,Writing block [16] (Raft index: 37) to ledger channel=mychannel 
02:36:17.186,HandleChain,s,EvictionSuspicion not set defaulting to 10m0s
02:37:23.407,HandleChain,s,EvictionSuspicion not set defaulting to 10m0s
02:37:23.407,createOrReadWAL,3,No WAL data found creating new WAL at path '/var/hyperledger/production/orderer/etcdraft/wal/mychannel' channel=mychannel 
02:37:23.856,Start,3,Starting Raft node channel=mychannel 
02:37:23.869,start,3,Starting raft node as part of a new channel channel=mychannel 
02:37:23.869,becomeFollower,3,3 became follower at term 0 channel=mychannel 
02:37:23.869,newRaft,3,newRaft 3 [peers: [] term: 0 commit: 0 applied: 0 lastindex: 0 lastterm: 0] channel=mychannel 
02:37:23.869,becomeFollower,3,3 became follower at term 1 channel=mychannel 
02:37:24.107,apply,3,Applied config change to add node 1 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:24.107,apply,3,Applied config change to add node 2 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:24.107,apply,3,Applied config change to add node 3 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:24.107,apply,3,Applied config change to add node 4 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:24.107,apply,3,Applied config change to add node 5 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:24.107,apply,3,Applied config change to add node 6 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:24.107,apply,3,Applied config change to add node 7 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:24.107,apply,3,Applied config change to add node 8 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:24.107,apply,3,Applied config change to add node 9 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:24.107,apply,3,Applied config change to add node 10 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:24.108,apply,3,Applied config change to add node 11 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:24.108,apply,3,Applied config change to add node 12 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:24.108,apply,3,Applied config change to add node 13 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:24.108,apply,3,Applied config change to add node 14 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:24.108,apply,3,Applied config change to add node 15 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:24.108,apply,3,Applied config change to add node 16 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:24.108,apply,3,Applied config change to add node 17 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:24.108,apply,3,Applied config change to add node 18 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:24.108,apply,3,Applied config change to add node 19 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:24.108,apply,3,Applied config change to add node 20 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:24.867,Step,3,3 [logterm: 1 index: 20 vote: 0] cast MsgPreVote for d [logterm: 1 index: 20] at term 1 channel=mychannel 
02:37:24.897,Step,3,3 [term: 1] received a MsgVote message with higher term from d [term: 2] channel=mychannel 
02:37:24.897,becomeFollower,3,3 became follower at term 2 channel=mychannel 
02:37:24.897,Step,3,3 [logterm: 1 index: 20 vote: 0] cast MsgVote for d [logterm: 1 index: 20] at term 2 channel=mychannel 
02:37:24.998,run,3,raft.node: 3 elected leader d at term 2 channel=mychannel 
02:37:25.088,run,3,Raft leader changed: 0 -> 13 channel=mychannel 
02:38:01.960,writeBlock,3,Writing block [1] (Raft index: 22) to ledger channel=mychannel 
02:38:05.106,writeBlock,3,Writing block [2] (Raft index: 23) to ledger channel=mychannel 
02:39:59.411,writeBlock,3,Writing block [3] (Raft index: 24) to ledger channel=mychannel 
02:41:50.755,writeBlock,3,Writing block [4] (Raft index: 25) to ledger channel=mychannel 
02:41:55.716,writeBlock,3,Writing block [5] (Raft index: 26) to ledger channel=mychannel 
02:42:10.676,writeBlock,3,Writing block [6] (Raft index: 27) to ledger channel=mychannel 
02:50:46.259,writeBlock,3,Writing block [7] (Raft index: 28) to ledger channel=mychannel 
02:51:55.661,writeBlock,3,Writing block [8] (Raft index: 29) to ledger channel=mychannel 
02:53:14.585,writeBlock,3,Writing block [9] (Raft index: 30) to ledger channel=mychannel 
02:54:10.523,writeBlock,3,Writing block [10] (Raft index: 31) to ledger channel=mychannel 
02:55:46.259,writeBlock,3,Writing block [11] (Raft index: 32) to ledger channel=mychannel 
02:56:48.571,writeBlock,3,Writing block [12] (Raft index: 33) to ledger channel=mychannel 
02:57:48.949,writeBlock,3,Writing block [13] (Raft index: 34) to ledger channel=mychannel 
02:58:54.359,writeBlock,3,Writing block [14] (Raft index: 35) to ledger channel=mychannel 
02:59:55.256,writeBlock,3,Writing block [15] (Raft index: 36) to ledger channel=mychannel 
03:00:57.862,writeBlock,3,Writing block [16] (Raft index: 37) to ledger channel=mychannel 
02:36:00.481,HandleChain,s,EvictionSuspicion not set defaulting to 10m0s
02:37:23.409,HandleChain,s,EvictionSuspicion not set defaulting to 10m0s
02:37:23.409,createOrReadWAL,4,No WAL data found creating new WAL at path '/var/hyperledger/production/orderer/etcdraft/wal/mychannel' channel=mychannel 
02:37:23.649,Start,4,Starting Raft node channel=mychannel 
02:37:23.671,start,4,Starting raft node as part of a new channel channel=mychannel 
02:37:23.671,becomeFollower,4,4 became follower at term 0 channel=mychannel 
02:37:23.671,newRaft,4,newRaft 4 [peers: [] term: 0 commit: 0 applied: 0 lastindex: 0 lastterm: 0] channel=mychannel 
02:37:23.671,becomeFollower,4,4 became follower at term 1 channel=mychannel 
02:37:23.906,apply,4,Applied config change to add node 1 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:23.906,apply,4,Applied config change to add node 2 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:23.906,apply,4,Applied config change to add node 3 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:23.906,apply,4,Applied config change to add node 4 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:23.906,apply,4,Applied config change to add node 5 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:23.906,apply,4,Applied config change to add node 6 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:23.906,apply,4,Applied config change to add node 7 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:23.906,apply,4,Applied config change to add node 8 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:23.906,apply,4,Applied config change to add node 9 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:23.906,apply,4,Applied config change to add node 10 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:23.906,apply,4,Applied config change to add node 11 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:23.906,apply,4,Applied config change to add node 12 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:23.906,apply,4,Applied config change to add node 13 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:23.906,apply,4,Applied config change to add node 14 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:23.906,apply,4,Applied config change to add node 15 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:23.906,apply,4,Applied config change to add node 16 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:23.906,apply,4,Applied config change to add node 17 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:23.907,apply,4,Applied config change to add node 18 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:23.907,apply,4,Applied config change to add node 19 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:23.907,apply,4,Applied config change to add node 20 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:24.864,Step,4,4 [logterm: 1 index: 20 vote: 0] cast MsgPreVote for d [logterm: 1 index: 20] at term 1 channel=mychannel 
02:37:24.898,Step,4,4 [term: 1] received a MsgVote message with higher term from d [term: 2] channel=mychannel 
02:37:24.898,becomeFollower,4,4 became follower at term 2 channel=mychannel 
02:37:24.898,Step,4,4 [logterm: 1 index: 20 vote: 0] cast MsgVote for d [logterm: 1 index: 20] at term 2 channel=mychannel 
02:37:24.997,run,4,raft.node: 4 elected leader d at term 2 channel=mychannel 
02:37:25.086,run,4,Raft leader changed: 0 -> 13 channel=mychannel 
02:38:01.942,writeBlock,4,Writing block [1] (Raft index: 22) to ledger channel=mychannel 
02:38:05.088,writeBlock,4,Writing block [2] (Raft index: 23) to ledger channel=mychannel 
02:39:59.411,writeBlock,4,Writing block [3] (Raft index: 24) to ledger channel=mychannel 
02:41:50.752,writeBlock,4,Writing block [4] (Raft index: 25) to ledger channel=mychannel 
02:41:55.716,writeBlock,4,Writing block [5] (Raft index: 26) to ledger channel=mychannel 
02:42:10.726,writeBlock,4,Writing block [6] (Raft index: 27) to ledger channel=mychannel 
02:50:46.258,writeBlock,4,Writing block [7] (Raft index: 28) to ledger channel=mychannel 
02:51:55.662,writeBlock,4,Writing block [8] (Raft index: 29) to ledger channel=mychannel 
02:53:14.583,writeBlock,4,Writing block [9] (Raft index: 30) to ledger channel=mychannel 
02:54:10.525,writeBlock,4,Writing block [10] (Raft index: 31) to ledger channel=mychannel 
02:55:46.263,writeBlock,4,Writing block [11] (Raft index: 32) to ledger channel=mychannel 
02:56:48.610,writeBlock,4,Writing block [12] (Raft index: 33) to ledger channel=mychannel 
02:57:48.945,writeBlock,4,Writing block [13] (Raft index: 34) to ledger channel=mychannel 
02:58:54.313,writeBlock,4,Writing block [14] (Raft index: 35) to ledger channel=mychannel 
02:59:55.253,writeBlock,4,Writing block [15] (Raft index: 36) to ledger channel=mychannel 
03:00:57.862,writeBlock,4,Writing block [16] (Raft index: 37) to ledger channel=mychannel 
02:36:20.623,HandleChain,s,EvictionSuspicion not set defaulting to 10m0s
02:37:23.373,HandleChain,s,EvictionSuspicion not set defaulting to 10m0s
02:37:23.374,createOrReadWAL,5,No WAL data found creating new WAL at path '/var/hyperledger/production/orderer/etcdraft/wal/mychannel' channel=mychannel 
02:37:23.647,Start,5,Starting Raft node channel=mychannel 
02:37:23.656,start,5,Starting raft node as part of a new channel channel=mychannel 
02:37:23.656,becomeFollower,5,5 became follower at term 0 channel=mychannel 
02:37:23.656,newRaft,5,newRaft 5 [peers: [] term: 0 commit: 0 applied: 0 lastindex: 0 lastterm: 0] channel=mychannel 
02:37:23.656,becomeFollower,5,5 became follower at term 1 channel=mychannel 
02:37:23.838,apply,5,Applied config change to add node 1 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:23.838,apply,5,Applied config change to add node 2 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:23.838,apply,5,Applied config change to add node 3 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:23.838,apply,5,Applied config change to add node 4 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:23.838,apply,5,Applied config change to add node 5 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:23.838,apply,5,Applied config change to add node 6 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:23.838,apply,5,Applied config change to add node 7 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:23.838,apply,5,Applied config change to add node 8 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:23.838,apply,5,Applied config change to add node 9 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:23.838,apply,5,Applied config change to add node 10 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:23.838,apply,5,Applied config change to add node 11 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:23.838,apply,5,Applied config change to add node 12 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:23.838,apply,5,Applied config change to add node 13 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:23.839,apply,5,Applied config change to add node 14 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:23.839,apply,5,Applied config change to add node 15 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:23.839,apply,5,Applied config change to add node 16 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:23.839,apply,5,Applied config change to add node 17 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
02:37:23.839,apply,5,Applied config change to add node 18 current nodes in channel: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20] channel=mychannel 
